"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         412,      -7.930123525,      -7.294849027,      -7.685635881,       -7.68307511,       -7.30861082,      -10.15884556
          0,           0,         413,      -7.934665229,      -7.299040041,      -7.690736026,      -7.688959902,      -7.313221112,      -10.16131243
          0,           0,         414,      -7.939222896,      -7.303247702,      -7.695883832,      -7.694913947,      -7.317849907,      -10.16378332
          0,           0,         415,      -7.943793879,      -7.307469524,      -7.701077375,      -7.700934911,      -7.322494614,       -10.1662583
          0,           0,         416,      -7.948394668,      -7.311703077,      -7.706314496,      -7.707020115,      -7.327171421,      -10.16873749
          0,           0,         417,      -7.953008719,      -7.315945451,      -7.711593469,       -7.71316726,      -7.331864402,      -10.17122102
          0,           0,         418,      -7.957622947,      -7.320194389,      -7.716911818,      -7.719373256,      -7.336560546,      -10.17370893
          0,           0,         419,      -7.962235986,      -7.324447937,      -7.722266886,      -7.725634355,      -7.341258126,      -10.17620124
          0,           0,         420,      -7.966885953,      -7.328704939,      -7.727656356,       -7.73195028,      -7.345994958,      -10.17869792
          0,           0,         421,      -7.971517531,      -7.332962401,      -7.733078128,      -7.738314776,      -7.350717608,      -10.18119891
          0,           0,         422,      -7.976125593,      -7.337218268,      -7.738529953,      -7.744723006,      -7.355418742,      -10.18370416
          0,           0,         423,      -7.980715824,      -7.341470608,      -7.744009779,      -7.751171599,      -7.360102805,      -10.18621363
          0,           0,         424,      -7.985291493,       -7.34571828,      -7.749515373,      -7.757657978,       -7.36477297,      -10.18872725
          0,           0,         425,       -7.98985361,      -7.349959976,      -7.755044556,      -7.764179458,      -7.369430468,      -10.19124486
          0,           0,         426,      -7.994401524,      -7.354193645,      -7.760595025,      -7.770732918,      -7.374074777,      -10.19376651
          0,           0,         427,      -7.998934394,       -7.35841797,      -7.766164506,      -7.777314792,      -7.378705031,      -10.19629249
          0,           0,         428,      -8.003451749,      -7.362631799,       -7.77175056,        -7.7839213,       -7.38332065,      -10.19882242
          0,           0,         429,      -8.007953448,      -7.366834189,      -7.777350587,      -7.790548818,      -7.387921327,      -10.20135612
          0,           0,         430,      -8.012416224,      -7.371024043,      -7.782962169,      -7.797194626,      -7.392482875,      -10.20389346
          0,           0,         431,      -8.016840939,      -7.375200866,      -7.788582867,      -7.803853803,      -7.397006037,      -10.20643432
          0,           0,         432,      -8.021255911,      -7.379364619,      -7.794210123,      -7.810521736,      -7.401519217,      -10.20897859
          0,           0,         433,      -8.025662821,      -7.383515028,      -7.799841899,      -7.817196811,      -7.406023451,      -10.21152612
          0,           0,         434,      -8.030061852,      -7.387652521,      -7.805476521,      -7.823877762,      -7.410519067,      -10.21407675
          0,           0,         435,       -8.03445274,      -7.391777545,      -7.811112495,      -7.830563107,      -7.415006075,      -10.21663047
          0,           0,         436,      -8.038833831,      -7.395890329,      -7.816748547,       -7.83725089,      -7.419482944,      -10.21918717
          0,           0,         437,      -8.043203286,      -7.399991243,      -7.822383564,       -7.84393912,      -7.423947871,      -10.22174685
          0,           0,         438,      -8.047560416,      -7.404080715,      -7.828016567,      -7.850626117,      -7.428400109,      -10.22430953
          0,           0,         439,      -8.051905635,      -7.408159251,      -7.833647123,      -7.857310701,      -7.432839992,      -10.22687519
          0,           0,         440,      -8.056238924,      -7.412227398,      -7.839274796,      -7.863992187,      -7.437267384,      -10.22944382
          0,           0,         441,      -8.060560444,      -7.416286063,      -7.844897204,      -7.870669655,      -7.441682385,      -10.23201536
          0,           0,         442,      -8.064871623,       -7.42033571,       -7.85051385,      -7.877342922,      -7.446086386,       -10.2345898
          0,           0,         443,      -8.069177507,      -7.424376414,      -7.856126248,      -7.884012961,      -7.450484394,      -10.23716714
          0,           0,         444,      -8.073468453,      -7.428408256,      -7.861734748,      -7.890678318,      -7.454867078,       -10.2397474
          0,           0,         445,      -8.077745679,      -7.432431472,      -7.867339378,      -7.897339159,      -7.459235208,      -10.24233058
          0,           0,         446,      -8.082010061,      -7.436446249,      -7.872940154,      -7.903995991,      -7.463589667,      -10.24491666
          0,           0,         447,      -8.086261644,      -7.440452617,      -7.878537271,      -7.910648993,      -7.467930627,       -10.2475056
          0,           0,         448,      -8.090500853,      -7.444450487,      -7.884130961,       -7.91729879,       -7.47225859,      -10.25009741
          0,           0,         449,      -8.094727572,      -7.448439633,      -7.889721453,      -7.923945603,      -7.476573541,      -10.25269205
          0,           0,         450,      -8.098941426,      -7.452419738,      -7.895308915,      -7.930589406,      -7.480875194,      -10.25528952
          0,           0,         451,      -8.103141866,       -7.45639038,      -7.900893378,      -7.937229968,      -7.485163092,       -10.2578898
          0,           0,         452,      -8.107328218,      -7.460351037,      -7.906474728,      -7.943866831,      -7.489436636,      -10.26049289
          0,           0,         453,      -8.111501702,      -7.464301129,      -7.912052764,      -7.950499394,      -7.493697184,      -10.26309875
          0,           0,         454,      -8.115660302,      -7.468240017,      -7.917627039,      -7.957126765,      -7.497942781,      -10.26570735
          0,           0,         455,      -8.119800701,      -7.472167019,      -7.923196932,      -7.963747503,      -7.502170091,      -10.26831867
          0,           0,         456,       -8.12391779,      -7.476081424,      -7.928761738,      -7.970359519,      -7.506373872,      -10.27093266
          0,           0,         457,      -8.128018525,      -7.479982749,      -7.934320658,      -7.976961803,      -7.510560844,      -10.27354928
          0,           0,         458,      -8.132102197,      -7.483870374,      -7.939872759,      -7.983552699,      -7.514730485,      -10.27616851
          0,           0,         459,      -8.136167274,      -7.487743566,      -7.945417029,      -7.990130109,      -7.518881305,      -10.27879035
          0,           0,         460,      -8.140212119,       -7.49160214,      -7.950952716,      -7.996691716,      -7.523011485,      -10.28141477
          0,           0,         461,      -8.144236554,      -7.495445797,      -7.956478582,      -8.003236055,      -7.527120648,      -10.28404174
          0,           0,         462,      -8.148241147,      -7.499274251,      -7.961993692,       -8.00976195,      -7.531209307,      -10.28667117
          0,           0,         463,      -8.152226445,      -7.503087467,       -7.96749735,      -8.016268332,      -7.535277986,      -10.28930295
          0,           0,         464,      -8.156193111,      -7.506885423,      -7.972988926,       -8.02275411,      -7.539327351,      -10.29193702
          0,           0,         465,      -8.160141774,      -7.510668286,      -7.978467588,      -8.029218189,      -7.543358004,      -10.29457329
          0,           0,         466,      -8.164072771,      -7.514436233,      -7.983932721,      -8.035659539,       -7.54737023,       -10.2972117
          0,           0,         467,      -8.168026855,      -7.518190157,      -7.989383808,      -8.042082725,      -7.551405519,      -10.29985218
          0,           0,         468,      -8.171964781,       -7.52193029,      -7.994820576,      -8.048487333,       -7.55542594,      -10.30249465
          0,           0,         469,      -8.175867011,      -7.525656233,      -8.000242659,      -8.054863718,       -7.55941023,      -10.30513904
          0,           0,         470,      -8.179741198,      -7.529368585,      -8.005649822,      -8.061210914,      -7.563364176,      -10.30778528
          0,           0,         471,      -8.183595069,      -7.533068011,      -8.011042028,      -8.067529929,      -7.567295299,      -10.31043332
          0,           0,         472,      -8.187431887,      -7.536755447,      -8.016419676,      -8.073823551,      -7.571207188,      -10.31308328
          0,           0,         473,      -8.191257688,      -7.540432213,      -8.021783169,      -8.080094874,      -7.575106398,      -10.31573578
          0,           0,         474,      -8.195094174,      -7.544097889,      -8.027129655,      -8.086347146,      -7.579015077,       -10.3183883
          0,           0,         475,      -8.198903772,      -7.547752477,      -8.032455025,      -8.092570661,      -7.582896658,      -10.32104149
          0,           0,         476,      -8.202696455,      -7.551396841,      -8.037769953,      -8.098769197,        -7.5867598,      -10.32369424
          0,           0,         477,      -8.206498021,      -7.555031839,      -8.043074182,      -8.104944634,      -7.590630718,       -10.3263498
          0,           0,         478,      -8.210280429,      -7.558657744,        -8.0483682,       -8.11109859,      -7.594481467,      -10.32900771
          0,           0,         479,      -8.214046669,      -7.562275018,      -8.053652001,      -8.117230983,      -7.598314523,      -10.33166703
          0,           0,         480,      -8.217802319,      -7.565884276,      -8.058925919,      -8.123346216,      -7.602135228,      -10.33432759
          0,           0,         481,      -8.221550849,      -7.569486297,      -8.064190732,      -8.129449039,      -7.605947685,      -10.33698924
          0,           0,         482,      -8.225287535,      -7.573081172,      -8.069447441,      -8.135530794,       -7.60974789,      -10.33965191
          0,           0,         483,      -8.229013484,      -7.576669186,        -8.0746961,      -8.141590466,      -7.613535675,      -10.34231555
          0,           0,         484,      -8.232730882,      -7.580250662,       -8.07993667,      -8.147630262,      -7.617312955,      -10.34498011
          0,           0,         485,      -8.236441409,      -7.583825872,      -8.085169367,      -8.153652651,      -7.621081768,      -10.34764557
          0,           0,         486,      -8.240146258,      -7.587395089,      -8.090394334,      -8.159658895,      -7.624843697,      -10.35031189
          0,           0,         487,      -8.243846248,      -7.590958564,      -8.095611784,      -8.165649612,      -7.628599753,      -10.35297907
          0,           0,         488,      -8.247541603,      -7.594516501,      -8.100822139,      -8.171625185,      -7.632350276,      -10.35564707
          0,           0,         489,      -8.251232057,      -7.598069032,      -8.106025951,      -8.177585732,      -7.636095091,      -10.35831591
          0,           0,         490,      -8.254917347,      -7.601616327,      -8.111223856,      -8.183531279,      -7.639834016,      -10.36098557
          0,           0,         491,      -8.258596672,       -7.60515844,      -8.116416446,      -8.189461518,      -7.643566276,      -10.36365604
          0,           0,         492,       -8.26226914,      -7.608695343,      -8.121604223,      -8.195375989,      -7.647290987,      -10.36632732
          0,           0,         493,      -8.265933946,      -7.612226933,      -8.126787539,      -8.201274101,      -7.651007325,      -10.36899943
          0,           0,         494,      -8.269590574,      -7.615753125,      -8.131966566,      -8.207156166,      -7.654714756,      -10.37167241
          0,           0,         495,      -8.273238564,      -7.619273728,      -8.137141189,      -8.213021618,      -7.658412806,       -10.3743464
          0,           0,         496,      -8.276877404,      -7.622788491,      -8.142311016,      -8.218868473,      -7.662100945,      -10.37702091
          0,           0,         497,      -8.280506944,      -7.626297396,      -8.147475443,      -8.224695442,      -7.665779009,      -10.37970085
          0,           0,         498,      -8.284127568,      -7.629799959,      -8.152633663,      -8.230501415,      -7.669447389,      -10.38237899
          0,           0,         499,      -8.287739434,       -7.63329591,      -8.157784779,      -8.236285437,       -7.67310626,       -10.3850566
          0,           0,         500,      -8.291342051,      -7.636785039,      -8.162927847,      -8.242046223,       -7.67675516,      -10.38773335
          0,           0,         501,      -8.294935441,       -7.64026723,      -8.168062138,      -8.247783087,      -7.680394074,      -10.39040935
          0,           0,         502,      -8.298519906,      -7.643742544,       -8.17318723,      -8.253495294,      -7.684023256,       -10.3930838
          0,           0,         503,      -8.302096607,      -7.647211079,      -8.178302806,      -8.259181221,      -7.687643892,      -10.39575366
          0,           0,         504,       -8.30566427,      -7.650672984,      -8.183408388,      -8.264841979,      -7.691254714,      -10.39842677
          0,           0,         505,      -8.309228158,      -7.654128699,      -8.188503776,      -8.270478755,      -7.694860992,       -10.4010984
          0,           0,         506,       -8.31279975,      -7.657578786,      -8.193589119,      -8.276094191,      -7.698474724,      -10.40376984
          0,           0,         507,      -8.316357174,      -7.661023546,      -8.198665257,      -8.281684435,      -7.702074119,      -10.40644165
          0,           0,         508,      -8.319903931,      -7.664463602,      -8.203732426,      -8.287248974,      -7.705661664,      -10.40911389
          0,           0,         509,       -8.32344188,      -7.667899311,      -8.208790827,      -8.292788508,      -7.709238994,      -10.41178697
          0,           0,         510,      -8.326972998,      -7.671331124,      -8.213840901,      -8.298304195,      -7.712808165,      -10.41446066
          0,           0,         511,      -8.330498669,      -7.674759494,       -8.21888326,      -8.303797041,      -7.716370734,      -10.41713469
          0,           0,         512,      -8.334019506,      -7.678184798,      -8.223918529,      -8.309267891,       -7.71992746,      -10.41980884
          0,           0,         513,      -8.337535764,      -7.681607345,      -8.228947249,      -8.314717502,      -7.723478688,      -10.42248298
          0,           0,         514,      -8.341047737,      -7.685027412,      -8.233969849,      -8.320146636,      -7.727024769,        -10.425157
          0,           0,         515,       -8.34455584,      -7.688445254,      -8.238986681,      -8.325556085,      -7.730566156,      -10.42783083
          0,           0,         516,      -8.348060513,      -7.691861099,      -8.243998059,      -8.330946655,      -7.734103323,      -10.43050444
          0,           0,         517,      -8.351562127,      -7.695275154,      -8.249004289,       -8.33631914,      -7.737636685,      -10.43317784
          0,           0,         518,      -8.355060935,      -7.698687588,      -8.254005681,      -8.341674284,      -7.741166542,      -10.43585098
          0,           0,         519,      -8.358557122,      -7.702098548,       -8.25900256,      -8.347012788,      -7.744693124,      -10.43852381
          0,           0,         520,      -8.362050837,      -7.705508162,      -8.263995255,      -8.352335314,      -7.748216614,      -10.44119631
          0,           0,         521,      -8.365542178,      -7.708916539,      -8.268984096,      -8.357642481,      -7.751737136,      -10.44386848
          0,           0,         522,      -8.369031206,      -7.712323764,      -8.273969418,      -8.362934843,      -7.755254779,      -10.44654027
          0,           0,         523,      -8.372517948,        -7.7157299,      -8.278951537,      -8.368212882,      -7.758769589,      -10.44921169
          0,           0,         524,      -8.376002386,       -7.71913498,      -8.283930747,      -8.373476986,      -7.762281575,       -10.4518827
          0,           0,         525,      -8.379484455,      -7.722539006,      -8.288907292,      -8.378727419,      -7.765790703,       -10.4545533
          0,           0,         526,      -8.382964046,      -7.725941947,      -8.293881352,      -8.383964309,      -7.769296894,      -10.45722346
          0,           0,         527,       -8.38644101,      -7.729343743,      -8.298853022,      -8.389187634,      -7.772800028,      -10.45989317
          0,           0,         528,      -8.389915166,      -7.732744303,      -8.303822303,      -8.394397226,      -7.776299955,       -10.4625624
          0,           0,         529,      -8.393387266,      -7.736143541,      -8.308789092,      -8.399593455,      -7.779797436,      -10.46523113
          0,           0,         530,      -8.396856957,       -7.73954133,      -8.313753171,      -8.404775741,      -7.783292233,      -10.46789934
          0,           0,         531,      -8.400322352,      -7.742937472,      -8.318714212,      -8.409942149,      -7.786782488,      -10.47056702
          0,           0,         532,      -8.403783517,      -7.746331805,        -8.3236718,      -8.415092192,      -7.790268078,      -10.47323413
          0,           0,         533,      -8.407240608,      -7.749724178,      -8.328625458,      -8.420225505,       -7.79374916,      -10.47590065
          0,           0,         534,       -8.41069372,      -7.753114444,      -8.333574668,      -8.425341632,      -7.797225882,      -10.47856654
          0,           0,         535,      -8.414142785,      -7.756502453,      -8.338518863,      -8.430439909,      -7.800698219,      -10.48123178
          0,           0,         536,      -8.417587587,      -7.759888006,      -8.343457432,      -8.435519452,      -7.804165963,      -10.48389633
          0,           0,         537,      -8.421028015,      -7.763271032,      -8.348389818,      -8.440579417,      -7.807628994,      -10.48656015
          0,           0,         538,      -8.424463962,      -7.766651428,       -8.35331547,      -8.445618947,      -7.811087176,       -10.4892232
          0,           0,         539,        -8.4278954,      -7.770029096,      -8.358233792,      -8.450637253,      -7.814540447,      -10.49188542
          0,           0,         540,      -8.431322368,      -7.773403963,      -8.363144154,      -8.455633669,      -7.817988816,      -10.49454678
          0,           0,         541,      -8.434744956,      -7.776775984,      -8.368045945,      -8.460607688,      -7.821432353,      -10.49720724
          0,           0,         542,      -8.438163278,      -7.780145144,      -8.372938586,      -8.465558937,      -7.824871159,      -10.49986675
          0,           0,         543,      -8.441582866,      -7.783511608,      -8.377821495,      -8.470490876,      -7.828310879,      -10.50252526
          0,           0,         544,      -8.444999193,      -7.786875323,      -8.382694348,      -8.475400214,      -7.831747179,      -10.50518272
          0,           0,         545,      -8.448409271,      -7.790236283,      -8.387556791,      -8.480284524,      -7.835176813,      -10.50783908
          0,           0,         546,       -8.45181405,      -7.793594581,      -8.392408454,      -8.485144339,      -7.838600462,      -10.51049429
          0,           0,         547,      -8.455214477,      -7.796950341,      -8.397249119,      -8.489980617,      -7.842019022,       -10.5131483
          0,           0,         548,      -8.458611412,       -7.80030377,      -8.402078696,       -8.49479445,       -7.84543339,      -10.51580106
          0,           0,         549,      -8.462005422,      -7.803655048,      -8.406897195,      -8.499586804,      -7.848844184,      -10.51845252
          0,           0,         550,      -8.465396792,      -7.807004274,      -8.411704683,      -8.504358388,      -7.852251727,      -10.52110263
          0,           0,         551,      -8.468785666,      -7.810351643,      -8.416501346,      -8.509109903,      -7.855656177,      -10.52375134
          0,           0,         552,      -8.472172289,       -7.81369735,      -8.421287425,      -8.513842176,      -7.859057773,       -10.5263986
          0,           0,         553,      -8.475556979,      -7.817041579,      -8.426063205,      -8.518556161,      -7.862456821,      -10.52904435
          0,           0,         554,      -8.478940085,      -7.820384513,         -8.430829,      -8.523252902,      -7.865853661,      -10.53168852
          0,           0,         555,      -8.482321991,      -7.823726351,      -8.435585151,      -8.527933538,      -7.869248679,      -10.53433108
          0,           0,         556,      -8.485703062,      -7.827067271,      -8.440332025,      -8.532599273,      -7.872642257,      -10.53697196
          0,           0,         557,      -8.489083626,      -7.830407466,      -8.445070044,      -8.537251346,      -7.876034753,      -10.53961111
          0,           0,         558,      -8.492463934,      -7.833747123,       -8.44979967,      -8.541890972,      -7.879426446,      -10.54224852
          0,           0,         559,      -8.495845585,      -7.837086456,      -8.454521408,      -8.546520237,      -7.882819038,       -10.5448841
          0,           0,         560,      -8.499232418,      -7.840425704,      -8.459236071,      -8.551143271,      -7.886216589,       -10.5475178
          0,           0,         561,      -8.502616773,      -7.843764804,      -8.463944001,      -8.555755649,      -7.889611296,      -10.55014957
          0,           0,         562,      -8.505998958,      -7.847103892,      -8.468645726,      -8.560358493,      -7.893003234,      -10.55277935
          0,           0,         563,      -8.509379918,      -7.850443117,      -8.473341671,      -8.564953248,      -7.896393326,      -10.55540708
          0,           0,         564,      -8.512760487,      -7.853782646,      -8.478032289,      -8.569541189,      -7.899782453,      -10.55803273
          0,           0,         565,      -8.516141169,      -7.857122573,      -8.482717962,      -8.574123373,      -7.903171157,      -10.56065622
          0,           0,         566,      -8.519522289,      -7.860463034,      -8.487399049,      -8.578700678,      -7.906559796,       -10.5632775
          0,           0,         567,      -8.522903972,      -7.863804093,      -8.492075944,      -8.583273765,      -7.909948526,      -10.56589654
          0,           0,         568,      -8.526286183,      -7.867145769,      -8.496749037,      -8.587843151,      -7.913337347,      -10.56851327
          0,           0,         569,      -8.529668865,      -7.870488095,      -8.501418695,      -8.592409252,      -7.916726226,      -10.57112765
          0,           0,         570,      -8.533051951,      -7.873831089,      -8.506085239,      -8.596972359,      -7.920115107,      -10.57373963
          0,           0,         571,      -8.536435372,      -7.877174751,      -8.510748926,      -8.601532655,      -7.923503932,      -10.57634916
          0,           0,         572,      -8.539819046,      -7.880519066,       -8.51540994,        -8.6060902,      -7.926892634,      -10.57895618
          0,           0,         573,       -8.54320288,      -7.883864004,      -8.520068376,      -8.610644955,      -7.930281136,      -10.58156065
          0,           0,         574,       -8.54658677,      -7.887209517,      -8.524724274,      -8.615196793,      -7.933669353,      -10.58416251
          0,           0,         575,      -8.549970625,      -7.890555546,       -8.52937762,      -8.619745466,      -7.937057199,      -10.58676171
          0,           0,         576,      -8.553354353,      -7.893902057,      -8.534028233,      -8.624290654,      -7.940444604,       -10.5893582
          0,           0,         577,       -8.55673791,       -7.89724903,      -8.538675983,      -8.628832047,      -7.943831539,      -10.59195192
          0,           0,         578,      -8.560121265,      -7.900596425,      -8.543320694,      -8.633369369,      -7.947217984,      -10.59454282
          0,           0,         579,      -8.563504375,      -7.903944185,      -8.547962186,      -8.637902378,      -7.950603893,      -10.59713084
          0,           0,         580,       -8.56688719,      -7.907292264,      -8.552600307,      -8.642430883,      -7.953989214,      -10.59971594
          0,           0,         581,      -8.570269668,      -7.910640628,      -8.557234933,      -8.646954764,      -7.957373904,      -10.60229801
          0,           0,         582,      -8.573651784,      -7.913989263,      -8.561866037,      -8.651474043,       -7.96075793,      -10.60487705
          0,           0,         583,      -8.577033531,      -7.917338148,      -8.566493532,      -8.655988773,      -7.964141281,      -10.60745301
          0,           0,         584,      -8.580414945,      -7.920687265,      -8.571117288,      -8.660499076,      -7.967523997,      -10.61002581
          0,           0,         585,       -8.58379602,      -7.924036584,       -8.57573719,      -8.665005054,      -7.970906077,      -10.61259539
          0,           0,         586,      -8.587176701,      -7.927386062,       -8.58035315,      -8.669506694,      -7.974287473,      -10.61516167
          0,           0,         587,      -8.590556914,      -7.930735643,      -8.584965072,      -8.674003826,      -7.977668112,      -10.61772461
          0,           0,         588,      -8.593936581,       -7.93408526,      -8.589572813,      -8.678496139,      -7.981047918,      -10.62028415
          0,           0,         589,      -8.597315635,      -7.937434875,      -8.594176164,      -8.682983198,      -7.984426821,      -10.62284026
          0,           0,         590,      -8.600693986,      -7.940784406,      -8.598774832,      -8.687464441,      -7.987804735,      -10.62539286
          0,           0,         591,      -8.604071539,      -7.944133773,      -8.603368443,      -8.691939184,      -7.991181565,      -10.62794187
          0,           0,         592,      -8.607448195,      -7.947482903,       -8.60795655,      -8.696406587,      -7.994557206,      -10.63048721
          0,           0,         593,      -8.610823883,      -7.950831731,       -8.61253864,      -8.700865679,      -7.997931578,      -10.63302882
          0,           0,         594,      -8.614198561,        -7.9541802,      -8.617114162,      -8.705315389,      -8.001304627,      -10.63556664
          0,           0,         595,      -8.617572198,       -7.95752826,      -8.621682543,      -8.709754578,      -8.004676308,      -10.63810061
          0,           0,         596,       -8.62094478,      -7.960875872,      -8.626243213,       -8.71418208,      -8.008046591,      -10.64063065
          0,           0,         597,      -8.624316312,      -7.964223007,      -8.630795592,      -8.718596757,      -8.011415467,      -10.64315671
          0,           0,         598,      -8.627686809,      -7.967569647,      -8.635339121,      -8.722997508,      -8.014782935,      -10.64567871
          0,           0,         599,      -8.631056294,      -7.970915781,      -8.639873267,      -8.727383295,      -8.018149005,      -10.64819659
          0,           0,         600,      -8.634424812,      -7.974261412,      -8.644397533,      -8.731753187,       -8.02151371,      -10.65071028
          0,           0,         601,      -8.637792425,      -7.977606552,       -8.64891147,      -8.736106374,      -8.024877102,      -10.65321971
          0,           0,         602,       -8.64115921,       -7.98095122,      -8.653414676,      -8.740442172,      -8.028239253,      -10.65572481
          0,           0,         603,       -8.64452525,      -7.984295448,      -8.657906803,      -8.744760035,      -8.031600241,      -10.65822551
          0,           0,         604,      -8.647890636,      -7.987639273,      -8.662387562,      -8.749059561,      -8.034960151,      -10.66072173
          0,           0,         605,      -8.651255458,      -7.990982741,      -8.666856728,      -8.753340504,      -8.038319077,      -10.66321341
          0,           0,         606,       -8.65461982,      -7.994325907,      -8.671314148,      -8.757602766,      -8.041677119,      -10.66570048
          0,           0,         607,      -8.657983815,      -7.997668829,      -8.675759724,      -8.761846428,      -8.045034371,      -10.66818286
          0,           0,         608,      -8.661347533,      -8.001011576,       -8.68019342,       -8.76607168,      -8.048390928,      -10.67066048
          0,           0,         609,      -8.664711067,      -8.004354216,       -8.68461523,      -8.770278794,      -8.051746882,      -10.67313328
          0,           0,         610,      -8.668074517,      -8.007696825,      -8.689025376,      -8.774468341,      -8.055102337,      -10.67560117
          0,           0,         611,      -8.671437984,      -8.011039483,      -8.693423999,      -8.778640928,      -8.058457398,      -10.67806409
          0,           0,         612,      -8.674801554,      -8.014382268,       -8.69781129,      -8.782797277,      -8.061812155,      -10.68052197
          0,           0,         613,      -8.678165308,      -8.017725258,       -8.70218751,      -8.786938179,      -8.065166696,      -10.68297474
          0,           0,         614,      -8.681529322,      -8.021068527,      -8.706552974,      -8.791064466,      -8.068521103,      -10.68542232
          0,           0,         615,      -8.684893665,      -8.024412148,      -8.710908028,      -8.795176996,      -8.071875452,      -10.68786465
          0,           0,         616,      -8.688258396,      -8.027756186,      -8.715253037,      -8.799276637,      -8.075229809,      -10.69030166
          0,           0,         617,      -8.691623568,      -8.031100709,      -8.719588377,      -8.803364282,      -8.078584239,      -10.69273328
          0,           0,         618,      -8.694989263,      -8.034445806,      -8.723914478,      -8.807440903,      -8.081938831,      -10.69515944
